date,text,sentiment_category
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-08-28 14:09:34+00:00,INDEX OPTIONS TRADENIFTY AUG 25000 CE75 TO 16085 POINTS,Neutral
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-06-14 13:23:43+00:00,INDEX OPTIONS TRADEBANKNIFTY 49900 CE380 TO 44565 POINTS,Neutral
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-07-27 04:21:09+00:00,FRIDAYS INDEX OPTIONS TRADEMIDCPNIFTY JULY 12500 CE95 TO 17075 POINTS,Neutral
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2023-11-30 09:01:24+00:00,TRADE 2NIFTY 20000 CE197 TO 235 HOLDING,Neutral
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-08-07 03:50:43+00:00,BANKNIFTY AUGUST FUTURES50392ALMOST AT TARGET 1,Neutral
2024-10-14 03:38:48+00:00,NIFTY LEVEL gain,Positive
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-06-05 13:12:17+00:00,INDEX OPTIONS TRADEBANKNIFTY 12 JUN 48000 CE400 TO 650250 POINTS,Neutral
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-06-18 17:35:41+00:00,INDEX OPTIONS TRADEBANKNIFTY 49800 CE370 TO 520150 POINTSNIFTY 23400 CE145 TO 20055 POINTS,Neutral
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2023-12-19 12:33:26+00:00,INDEX OPTIONS TRADE 3HERO ZERO BANKNIFTY 48000 CE!75 TO 16590 POINTS,Neutral
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-04-22 15:34:16+00:00,INDEX OPTIONS TRADE 1MIDCPNIFTY 10600 CE110 TO 14030 POINTS,Positive
2024-10-14 10:28:22+00:00,INDEX OPTIONS TRADEBANKNIFTY 52000 CE135 TO 17035 POINTS SO FAR,Positive
2024-01-03 14:05:11+00:00,INDEX OPTIONS TRADE 1NIFTY 21300 CE280 TO 320 40 POINTS,Neutral
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-09-26 03:53:36+00:00,BANKNIFTY 53900 CEAbove  460Sl open TRG 480500,Positive
